cat,template,type
Distance Join Query,I'm interested in knowing the nearby REGION are within X kilometer of each POINT.,0
Distance Join Query,I'm interested in knowing the nearby REGION are within X kilometer of each REGION.,0
Distance Join Query,LINE near each LINE within Xkm?,0
Distance Join Query,LINE near each POINT within Xkm?,0
Distance Join Query,LINE near each REGION within Xkm?,0
Distance Join Query,LINE within Xkm of each LINE?,0
Distance Join Query,LINE within Xkm of each POINT?,0
Distance Join Query,LINE within Xkm of each REGION?,0
Distance Join Query,List LINE within X kilometers of each LINE.,0
Distance Join Query,List LINE within X kilometers of each POINT.,0
Distance Join Query,List LINE within X kilometers of each REGION.,0
Distance Join Query,List POINT within X kilometers of each LINE.,0
Distance Join Query,List POINT within X kilometers of each POINT.,0
Distance Join Query,List POINT within X kilometers of each REGION.,0
Distance Join Query,List REGION within X kilometers of each LINE.,0
Distance Join Query,List REGION within X kilometers of each POINT.,0
Distance Join Query,List REGION within X kilometers of each REGION.,0
Distance Join Query,List the walking distance from LINE to LINE in RELI.,1
Distance Join Query,List the walking distance from LINE to POINT in REPO.,1
Distance Join Query,List the walking distance from LINE to REGION in RERE.,1
Distance Join Query,List the walking distance from POINT to LINE in RELI.,1
Distance Join Query,List the walking distance from POINT to POINT in REPO.,1
Distance Join Query,List the walking distance from POINT to REGION in RERE.,1
Distance Join Query,List the walking distance from REGION to LINE in RELI.,1
Distance Join Query,List the walking distance from REGION to POINT in REPO.,1
Distance Join Query,List the walking distance from REGION to REGION in RERE.,1
Distance Join Query,Locate the LINE that are within a X-mile radius of each LINE.,0
Distance Join Query,Locate the LINE that are within a X-mile radius of each POINT.,0
Distance Join Query,Locate the LINE that are within a X-mile radius of each REGION.,0
Distance Join Query,Locate the POINT that are within a X-mile radius of each LINE.,0
Distance Join Query,Locate the POINT that are within a X-mile radius of each POINT.,0
Distance Join Query,Locate the POINT that are within a X-mile radius of each REGION.,0
Distance Join Query,Locate the REGION that are within a X-mile radius of each LINE.,0
Distance Join Query,Locate the REGION that are within a X-mile radius of each POINT.,0
Distance Join Query,Locate the REGION that are within a X-mile radius of each REGION.,0
Distance Join Query,Please list LINE within X kilometers of each LINE.,0
Distance Join Query,Please list LINE within X kilometers of each POINT.,0
Distance Join Query,Please list LINE within X kilometers of each REGION.,0
Distance Join Query,Please list POINT within X kilometers of each LINE.,0
Distance Join Query,Please list POINT within X kilometers of each POINT.,0
Distance Join Query,Please list POINT within X kilometers of each REGION.,0
Distance Join Query,Please list REGION within X kilometers of each LINE.,0
Distance Join Query,Please list REGION within X kilometers of each POINT.,0
Distance Join Query,Please list REGION within X kilometers of each REGION.,0
Distance Join Query,Please provide a list of LINE that are within X kilometers of each LINE.,0
Distance Join Query,Please provide a list of LINE that are within X kilometers of each POINT.,0
Distance Join Query,Please provide a list of LINE that are within X kilometers of each REGION.,0
Distance Join Query,Please provide a list of POINT that are within X kilometers of each LINE.,0
Distance Join Query,Please provide a list of POINT that are within X kilometers of each POINT.,0
Distance Join Query,Please provide a list of POINT that are within X kilometers of each REGION.,0
Distance Join Query,Please provide a list of REGION that are within X kilometers of each LINE.,0
Distance Join Query,Please provide a list of REGION that are within X kilometers of each POINT.,0
Distance Join Query,Please provide a list of REGION that are within X kilometers of each REGION.,0
Distance Join Query,POINT near each LINE within Xkm?,0
Distance Join Query,POINT near each POINT within Xkm?,0
Distance Join Query,POINT near each REGION within Xkm?,0
Distance Join Query,POINT within Xkm of each LINE?,0
Distance Join Query,POINT within Xkm of each POINT?,0
Distance Join Query,POINT within Xkm of each REGION?,0
Distance Join Query,Provide a list of LINE that are within X kilometers of each LINE.,0
Distance Join Query,Provide a list of LINE that are within X kilometers of each POINT.,0
Distance Join Query,Provide a list of LINE that are within X kilometers of each REGION.,0
Distance Join Query,Provide a list of POINT that are within X kilometers of each LINE.,0
Distance Join Query,Provide a list of POINT that are within X kilometers of each POINT.,0
Distance Join Query,Provide a list of POINT that are within X kilometers of each REGION.,0
Distance Join Query,Provide a list of REGION that are within X kilometers of each LINE.,0
Distance Join Query,Provide a list of REGION that are within X kilometers of each POINT.,0
Distance Join Query,Provide a list of REGION that are within X kilometers of each REGION.,0
Distance Join Query,REGION near each LINE within Xkm?,0
Distance Join Query,REGION near each POINT within Xkm?,0
Distance Join Query,REGION near each REGION within Xkm?,0
Distance Join Query,REGION within Xkm of each LINE?,0
Distance Join Query,REGION within Xkm of each POINT?,0
Distance Join Query,REGION within Xkm of each REGION?,0
Distance Join Query,Show me the LINE within X kilometers of each LINE.,0
Distance Join Query,Show me the LINE within X kilometers of each POINT.,0
Distance Join Query,Show me the LINE within X kilometers of each REGION.,0
Distance Join Query,Show me the POINT within X kilometers of each LINE.,0
Distance Join Query,Show me the POINT within X kilometers of each POINT.,0
Distance Join Query,Show me the POINT within X kilometers of each REGION.,0
Distance Join Query,Show me the REGION within X kilometers of each LINE.,0
Distance Join Query,Show me the REGION within X kilometers of each POINT.,0
Distance Join Query,Show me the REGION within X kilometers of each REGION.,0
Distance Join Query,What are LINE within X kilometers of each LINE?,0
Distance Join Query,What are LINE within X kilometers of each POINT?,0
Distance Join Query,What are LINE within X kilometers of each REGION?,0
Distance Join Query,What are POINT within X kilometers of each LINE?,0
Distance Join Query,What are POINT within X kilometers of each POINT?,0
Distance Join Query,What are POINT within X kilometers of each REGION?,0
Distance Join Query,What are REGION within X kilometers of each LINE?,0
Distance Join Query,What are REGION within X kilometers of each POINT?,0
Distance Join Query,What are REGION within X kilometers of each REGION?,0
Distance Join Query,What is the distance from LINE to LINE in RELI.,1
Distance Join Query,What is the distance from LINE to POINT in REPO.,1
Distance Join Query,What is the distance from LINE to REGION in RERE.,1
Distance Join Query,What is the distance from POINT to LINE in RELI.,1
Distance Join Query,What is the distance from POINT to POINT in REPO.,1
Distance Join Query,What is the distance from POINT to REGION in RERE.,1
Distance Join Query,What is the distance from REGION to LINE in RELI.,1
Distance Join Query,What is the distance from REGION to POINT in REPO.,1
Distance Join Query,What is the distance from REGION to REGION in RERE.,1
Distance Join Query,What is the travel time from LINE to LINE in RELI.,1
Distance Join Query,What is the travel time from LINE to POINT in REPO.,1
Distance Join Query,What is the travel time from LINE to REGION in RERE.,1
Distance Join Query,What is the travel time from POINT to LINE in RELI.,1
Distance Join Query,What is the travel time from POINT to POINT in REPO.,1
Distance Join Query,What is the travel time from POINT to REGION in RERE.,1
Distance Join Query,What is the travel time from REGION to LINE in RELI.,1
Distance Join Query,What is the travel time from REGION to POINT in REPO.,1
Distance Join Query,What is the travel time from REGION to REGION in RERE.,1
Distance Join Query,What LINE are available within X kilometers of each LINE?,0
Distance Join Query,What LINE are available within X kilometers of each POINT?,0
Distance Join Query,What LINE are available within X kilometers of each REGION?,0
Distance Join Query,What LINE are situated within X kilometer of each LINE?,0
Distance Join Query,What LINE are situated within X kilometer of each POINT?,0
Distance Join Query,What LINE are situated within X kilometer of each REGION?,0
Distance Join Query,What LINE are within X kilometer of each LINE?,0
Distance Join Query,What LINE are within X kilometer of each POINT?,0
Distance Join Query,What LINE are within X kilometer of each REGION?,0
Distance Join Query,What POINT are available within X kilometers of each LINE?,0
Distance Join Query,What POINT are available within X kilometers of each POINT?,0
Distance Join Query,What POINT are available within X kilometers of each REGION?,0
