cat,query,relations,entities
Aggregation-sum Query,Compute the sum of # in Schillerpark.,[],['Schillerpark']
Aggregation-sum Query,Provide the total number of # in Berliner Dom.,[],['Berliner Dom']
Aggregation-sum Query,Can you calculate the land area of Sehenswuerdreg in Planetarium?,['Sehenswuerdreg'],['Planetarium']
Aggregation-sum Query,Compute the total area of Sehenswuerdreg in Nikolaikirche.,['Sehenswuerdreg'],['Nikolaikirche']
Aggregation-sum Query,List the total number of # in Hermsdorfer See.,[],['Hermsdorfer See']
Aggregation-sum Query,Can you tell me the total land area of all protected forests in Alter Park?,[],['Alter Park']
Aggregation-sum Query,I would like to know the combined water area of all Sehenswuerdreg in Müggelsee.,['Sehenswuerdreg'],['Müggelsee']
Aggregation-sum Query,Can you provide the sum of all # production in Dahme?,[],['Dahme']
Aggregation-sum Query,Compute the total area of WFlaechen in Stößensee.,['WFlaechen'],['Stößensee']
Aggregation-sum Query,Aggregate the total area covered by Sehenswuerdreg in Pfingstberg.,['Sehenswuerdreg'],['Pfingstberg']
Aggregation-sum Query,Give the total number of # in Monbijoupark.,[],['Monbijoupark']
Aggregation-sum Query,Calculate the total area of all Sehenswuerdreg located within KaDeWe.,['Sehenswuerdreg'],['KaDeWe']
Aggregation-sum Query,Aggregate the total area covered by Sehenswuerdreg in Krumme Lanke.,['Sehenswuerdreg'],['Krumme Lanke']
Aggregation-sum Query,Give the total number of # in Falkenwalde|Uckermark.,[],['Falkenwalde|Uckermark']
Aggregation-sum Query,Please provide the aggregate area of all WFlaechen in Wilhelm-Foerster-Sternwarte.,['WFlaechen'],['Wilhelm-Foerster-Sternwarte']
Aggregation-sum Query,What is the collective length of all PLZBoundaries in Ruinenberg?,['PLZBoundaries'],['Ruinenberg']
Aggregation-sum Query,Can you provide the combined surface area of all strassen that intersect Pfingstberg?,['strassen'],['Pfingstberg']
Aggregation-sum Query,Aggregate the total number of endangered species in Alte Nationalgalerie.,[],['Alte Nationalgalerie']
Aggregation-sum Query,List the total area covered by Flaechen in Flughafen Berlin-Schönefeld.,['Flaechen'],['Flughafen Berlin-Schönefeld']
Aggregation-sum Query,What is the total length of strassen in Der Insulaner?,['strassen'],['Der Insulaner']
Aggregation-sum Query,Please provide the total area of all Sehenswuerdreg in Pfingstberg.,['Sehenswuerdreg'],['Pfingstberg']
Aggregation-sum Query,Calculate the total # in Freizeit- und Erholungszentrum (FEZ).,[],['Freizeit- und Erholungszentrum (FEZ)']
Aggregation-sum Query,I would like to know the total land area covered by all Sehenswuerdreg in Landschaftspark Wuhletal.,['Sehenswuerdreg'],['Landschaftspark Wuhletal']
Aggregation-sum Query,Can you provide the combined area of all Sehenswuerdreg in Forsthaus Nikolskoe?,['Sehenswuerdreg'],['Forsthaus Nikolskoe']
Aggregation-sum Query,Calculate the total WFlaechen area in Villa Borsig.,['WFlaechen'],['Villa Borsig']
Aggregation-sum Query,Give me the total of # from Brosepark.,[],['Brosepark']
Aggregation-sum Query,Please provide the total water area of all Flaechen in Berliner Forst Tegel.,['Flaechen'],['Berliner Forst Tegel']
Aggregation-sum Query,List the total number of # in Gutspark Marienfelde.,[],['Gutspark Marienfelde']
Aggregation-sum Query,Can you provide the total water area of all WFlaechen in Stölpchensee?,['WFlaechen'],['Stölpchensee']
Aggregation-sum Query,Please provide the aggregate area of all Flaechen intersecting Westhafen.,['Flaechen'],['Westhafen']
Aggregation-sum Query,Can you tell me the combined water area of all WFlaechen in Neue Wache?,['WFlaechen'],['Neue Wache']
Aggregation-sum Query,Please provide the aggregate area of all Flaechen in Haus der Kulturen (Kongreßhalle).,['Flaechen'],['Haus der Kulturen (Kongreßhalle)']
Aggregation-sum Query,Compute the aggregate # in Kleisther.,[],['Kleisther']
Aggregation-sum Query,Give the total # in Görs.,[],['Görs']
Aggregation-sum Query,Can you calculate the total area of all Sehenswuerdreg intersecting Berliner Stadtforst Köpenick Range?,['Sehenswuerdreg'],['Berliner Stadtforst Köpenick']
Aggregation-sum Query,Can you tell me the sum of all # in Elster?,[],['Elster']
Aggregation-sum Query,Can you provide the sum of all # production in Großer Kuhwall?,[],['Großer Kuhwall']
Aggregation-sum Query,Calculate the sum of # in Ernst-Thälmann-Park.,[],['Ernst-Thälmann-Park']
Aggregation-sum Query,Can you give me the combined area of all Sehenswuerdreg in Landschaftspark Wuhletal?,['Sehenswuerdreg'],['Landschaftspark Wuhletal']
Aggregation-sum Query,Calculate the total length of all RBahn in Halensee.,['RBahn'],['Halensee']
Aggregation-sum Query,Please determine the combined area of all Sehenswuerdreg within Musical-Theater.,['Sehenswuerdreg'],['Musical-Theater']
Aggregation-sum Query,What is the accumulated number of # in Groß-Glienicker See?,[],['Groß-Glienicker See']
Aggregation-sum Query,List the total number of # in Neuer Garten.,[],['Neuer Garten']
Aggregation-sum Query,Can you provide the sum of all # production in Bezirksamt Kreuzberg?,[],['Bezirksamt Kreuzberg']
Aggregation-sum Query,Can you provide the aggregate area of all Flaechen intersecting Seddinsee?,['Flaechen'],['Seddinsee']
Aggregation-sum Query,Can you provide the aggregate land area of all # in Altglobsow?,[],['Altglobsow']
Aggregation-sum Query,Can you provide the combined area of all WFlaechen in Flughafensee?,['WFlaechen'],['Flughafensee']
Aggregation-sum Query,Can you provide the sum of # in Ottenthal?,[],['Ottenthal']
Aggregation-sum Query,Calculate the sum of # in Trebbin.,[],['Trebbin']
Aggregation-sum Query,List the sum of # in Butzer See.,[],['Butzer See']
Aggregation-sum Query,Compute the aggregate # in Taj Mahal.,[],['Taj Mahal']
Aggregation-sum Query,Identify the total Sehenswuerdreg area in Großer Zug.,['Sehenswuerdreg'],['Großer Zug']
Aggregation-sum Query,List the total area covered by WFlaechen in Friedrchstadtpalast.,['WFlaechen'],['Friedrchstadtpalast']
Aggregation-sum Query,Give the total number of # in Hotel Imperial - Brasserie Vintage.,[],['Hotel Imperial - Brasserie Vintage']
Aggregation-sum Query,Aggregate the total number of endangered species in Volkspark Schönholzer Heide.,[],['Volkspark Schönholzer Heide']
Aggregation-sum Query,Can you provide the aggregate land area of all # in Dianasee?,[],['Dianasee']
Aggregation-sum Query,Can you provide the combined area of all Flaechen in Hermsdorfer See?,['Flaechen'],['Hermsdorfer See']
Aggregation-sum Query,Can you provide the sum of all # production in Schloßpark Tegel?,[],['Schloßpark Tegel']
Aggregation-sum Query,What is the combined area of all Flaechen intersecting Flughafen Schönefeld?,['Flaechen'],['Flughafen Schönefeld']
Aggregation-sum Query,What is the sum of all # in Messelpark?,[],['Messelpark']
Aggregation-sum Query,Can you tell me the sum of all # in Spree?,[],['Spree']
Aggregation-sum Query,Can you tell me the sum of all # in Freilichtbühne Zitadelle?,[],['Freilichtbühne Zitadelle']
Aggregation-sum Query,Please provide the aggregate area of all WFlaechen in Amerika-Gedenkbibliothek.,['WFlaechen'],['Amerika-Gedenkbibliothek']
Aggregation-sum Query,Can you provide the combined area of all # in Ulrichshorst?,[],['Ulrichshorst']
Aggregation-sum Query,Can you tell me the total # of all # in Mittelheide?,[],['Mittelheide']
Aggregation-sum Query,Compute the overall coastline length of all islands in Deutscher Dom.,[],['Deutscher Dom']
Aggregation-sum Query,Can you calculate the water area of Sehenswuerdreg in Arena?,['Sehenswuerdreg'],['Arena']
Aggregation-sum Query,Can you provide the combined surface area of all Landstrassen that intersect Herthastr. (Grunewald)?,['Landstrassen'],['Herthastr. (Grunewald)']
Aggregation-sum Query,How much land area is shared between WFlaechen and Archenhold-Sternwarte?,['WFlaechen'],['Archenhold-Sternwarte']
Aggregation-sum Query,Can you provide the combined surface area of all WStrassen that intersect Berliner Forst Düppel?,['WStrassen'],['Berliner Forst Düppel']
Aggregation-sum Query,What is the combined extent of all Sehenswuerdreg in Pichelsdorfer Gemünd?,['Sehenswuerdreg'],['Pichelsdorfer Gemünd']
Aggregation-sum Query,List the sum of # in Charlottenbrücke.,[],['Charlottenbrücke']
Aggregation-sum Query,List the sum of # in Böcklerpark.,[],['Böcklerpark']
Aggregation-sum Query,Please provide the aggregate area of all Flaechen in Butzer See.,['Flaechen'],['Butzer See']
Aggregation-sum Query,Provide the total number of # in Königsheide.,[],['Königsheide']
Aggregation-sum Query,Can you calculate the water area of Flaechen in Naturtheater Hasenheide?,['Flaechen'],['Naturtheater Hasenheide']
Aggregation-sum Query,List the total length of all WStrassen in Charité-Krankenhaus.,['WStrassen'],['Charité-Krankenhaus']
Aggregation-sum Query,Compute the sum of # in Blumberg.,[],['Blumberg']
Aggregation-sum Query,Can you tell me the sum of all # in Mendelssohn-Bartholdy-Park?,[],['Mendelssohn-Bartholdy-Park']
Aggregation-sum Query,Can you provide the sum of # in Prösen Ost?,[],['Prösen Ost']
Aggregation-sum Query,I would like to know the total area of all Flaechen in Volkspark Rehberge.,['Flaechen'],['Volkspark Rehberge']
Aggregation-sum Query,I am interested in the aggregate area of all WFlaechen in Dahme.,['WFlaechen'],['Dahme']
Aggregation-sum Query,What is the sum of all # in Zitadelle?,[],['Zitadelle']
Aggregation-sum Query,What is the combined # in Europa-Center?,[],['Europa-Center']
Aggregation-sum Query,Find the sum of the lengths of all strassen in Fennsee.,['strassen'],['Fennsee']
Aggregation-sum Query,Calculate the total # in Messelpark.,[],['Messelpark']
Aggregation-sum Query,Can you provide the total water area of all WFlaechen in Ernst-Thälmann-Park?,['WFlaechen'],['Ernst-Thälmann-Park']
Aggregation-sum Query,Compute the aggregate # in Berlin-Spandau.,[],['Berlin-Spandau']
Aggregation-sum Query,Can you tell me the total # of all # in Messelpark?,[],['Messelpark']
Aggregation-sum Query,Can you provide the aggregate land area of all Sehenswuerdreg in Arena?,['Sehenswuerdreg'],['Arena']
Aggregation-sum Query,What is the total sum of WFlaechen in Goethepark?,['WFlaechen'],['Goethepark']
Aggregation-sum Query,How much land area is shared between Sehenswuerdreg and Görlitzer Park?,['Sehenswuerdreg'],['Görlitzer Park']
Aggregation-sum Query,Can you give me the combined area of all WFlaechen in Berliner Forst Tegel?,['WFlaechen'],['Berliner Forst Tegel']
Aggregation-sum Query,Please provide the total area of all WFlaechen in Schloßpark Niederschönhausen.,['WFlaechen'],['Schloßpark Niederschönhausen']
Aggregation-sum Query,Can you tell me the aggregate area of all Sehenswuerdreg in Zeiss-Planetarium?,['Sehenswuerdreg'],['Zeiss-Planetarium']
Aggregation-sum Query,Can you calculate the land area of WFlaechen in Schloß Pfaueninsel?,['WFlaechen'],['Schloß Pfaueninsel']
Aggregation-sum Query,Aggregate the total area covered by Sehenswuerdreg in Rathaus Charlottenburg.,['Sehenswuerdreg'],['Rathaus Charlottenburg']
Aggregation-sum Query,Can you calculate the water area of Sehenswuerdreg in Flughafen Tegel?,['Sehenswuerdreg'],['Flughafen Tegel']
Aggregation-sum Query,Can you provide the combined area of all # in Warnitz?,[],['Warnitz']
Aggregation-sum Query,I am interested in the aggregate area of all Flaechen in Bundesrat (?).,['Flaechen'],['Bundesrat (?)']
Aggregation-sum Query,What is the total area covered by Sehenswuerdreg in Schloß Niederschönhausen?,['Sehenswuerdreg'],['Schloß Niederschönhausen']
Aggregation-sum Query,Please calculate the total land area covered by all Flaechen in Planetarium.,['Flaechen'],['Planetarium']
Aggregation-sum Query,Please determine the aggregate water area of all Sehenswuerdreg within Schloßpark Tegel.,['Sehenswuerdreg'],['Schloßpark Tegel']
Aggregation-sum Query,Can you calculate the land area of Flaechen in Malchower See?,['Flaechen'],['Malchower See']
Aggregation-sum Query,Compute the aggregate # in St.-Josef-Krankenhaus.,[],['St.-Josef-Krankenhaus']
Aggregation-sum Query,I am interested in the aggregate area of all WFlaechen in Alter Spreearm.,['WFlaechen'],['Alter Spreearm']
Aggregation-sum Query,Aggregate the total number of endangered species in Rathaus Köpenick.,[],['Rathaus Köpenick']
Aggregation-sum Query,What is the total sum of Flaechen in Ruinenberg?,['Flaechen'],['Ruinenberg']
Aggregation-sum Query,What is the total area covered by WFlaechen in Berliner Stadtforst Köpenick?,['WFlaechen'],['Berliner Stadtforst Köpenick']
Aggregation-sum Query,What is the combined area of all WFlaechen intersecting Stölpchensee?,['WFlaechen'],['Stölpchensee']
Aggregation-sum Query,What is the collective length of all UBahn in Kanzleramt?,['UBahn'],['Kanzleramt']
Aggregation-sum Query,Give me the total of # from Schönow|Uckermark.,[],['Schönow|Uckermark']
Aggregation-sum Query,Calculate the sum of # in Fennpfuhl.,[],['Fennpfuhl']
Aggregation-sum Query,Please provide the total area of all WFlaechen intersecting Rudolph-Wilde-Park.,['WFlaechen'],['Rudolph-Wilde-Park']
Aggregation-sum Query,Identify the total Flaechen area in Hufeisensiedlung.,['Flaechen'],['Hufeisensiedlung']
Aggregation-sum Query,Calculate the combined area of all Sehenswuerdreg in Abgeordnetenhaus.,['Sehenswuerdreg'],['Abgeordnetenhaus']
Aggregation-sum Query,Give me the total of # from Universität der Künste.,[],['Universität der Künste']
Aggregation-sum Query,Calculate the sum of all # in Schloß Britz.,[],['Schloß Britz']
Aggregation-sum Query,Please determine the combined area of all WFlaechen within Krummendammer Heide.,['WFlaechen'],['Krummendammer Heide']
Aggregation-sum Query,Can you provide the sum of # in Altruppin?,[],['Altruppin']
Aggregation-sum Query,Give me the total of # from Der Insulaner.,[],['Der Insulaner']
Aggregation-sum Query,What is the total area of Flaechen in Thomashöhe?,['Flaechen'],['Thomashöhe']
Aggregation-sum Query,Calculate the sum of all # in Planetarium.,[],['Planetarium']
Aggregation-sum Query,Compute the total area of Sehenswuerdreg in Planetarium.,['Sehenswuerdreg'],['Planetarium']
Aggregation-sum Query,Can you tell me the combined area of all Flaechen in KaDeWe?,['Flaechen'],['KaDeWe']
Aggregation-sum Query,Can you calculate the land area of WFlaechen in Krossinsee?,['WFlaechen'],['Krossinsee']
Aggregation-sum Query,Find the sum of the lengths of all UBahn in Der Faule See.,['UBahn'],['Der Faule See']
Aggregation-sum Query,Please determine the combined land area of all Sehenswuerdreg within Müggelsee.,['Sehenswuerdreg'],['Müggelsee']
Aggregation-sum Query,Please determine the aggregate land area of all WFlaechen within Der Insulaner.,['WFlaechen'],['Der Insulaner']
